serverUtilization:vector Net.sys (#0 - Net1-0-20230829-18:31:09-1522),
0.636699603653,0
0.994294286139,0.359646723782949926
1.35554791444,0.26380084294824002
1.656929599629,0.397709334073430007
2.8432312841,0.231770229653899982
3.115672872791,0.298946004408879971
4.404467552808,0.21147118129458997
4.616294951202,0.247654313003179969
5.90763879617,0.193519846795839999
6.230585853716,0.235321757332270008
6.689243937285,0.219186566681119964
6.908037542274,0.243916742922089978
7.077346468262,0.23808160655285998
8.857095089309,0.391181826931509933
9.51859246638,0.363996531060609916
9.802614748258,0.382424181352859935
10.041698520157,0.373319007008129919
10.540014866126,0.402947559385180007
11.88749153879,0.357272453345639949
11.931056187274,0.359619286618519939
12.216753935784,0.351209325916379987
12.226863135344,0.351745747590879951
13.05244394243,0.329497459112039979
13.857832242295,0.368465667993419952
15.939978395175,0.320335152753009942
16.864293639251,0.357586910378409948
17.693676850836,0.340825183426419985
18.093256132755,0.355382684737019947
18.207044188978,0.353161659484819921
18.437783870377,0.361256519130449981
19.498245848892,0.341608659215389963
19.888510436718,0.354528019167310025
20.086217385844,0.351038429679009998
20.145354597724,0.352943473231359992
20.994968539212,0.338660732352059955
21.314929047708,0.348588161521140025
22.015150700991,0.337500843424139994
22.086827343741,0.339650799804430024
22.713007657025,0.330286886075329965
23.185342116333,0.343930358747419949
23.329675383799,0.341802571213210003
23.590599547888,0.349082573298920005
24.466767127874,0.336581745875989988
24.80637590414,0.345664195577879971
25.069679818005,0.342033724975959962
25.684871829236,0.357793024798259916
26.302874591328,0.349386450193090002
26.596486464502,0.356568897518459991
26.614335805751,0.356329758733359923
26.923153556176,0.363712875852569947
26.927752454292,0.363650758582939935
28.355051501413,0.395682464322059999
29.512591530326,0.38016304473055995
29.692345481356,0.383915464416429984
29.990788391781,0.380095063063159985
30.209304368113,0.384579083313249967
30.750384058578,0.377812080632509925
31.099199656288,0.384790679869169925
32.611464907933,0.36694709093608002
32.641577641183,0.367531099270269943
32.695113888553,0.36692928959577997
33.028497244192,0.373319384677339936
35.495284836117,0.347375104184899917
35.830603772967,0.35348266205953993
36.342352141307,0.348505158819189973
36.44754342214,0.350385438540819936
36.492292994121,0.349955769777450018
36.556756143295,0.351102039375839945
36.847016217017,0.348336254943440003
37.004730391845,0.35111364606961992
37.95825036885,0.342293590548799929
38.140105755555,0.345429592692990004
38.707099616667,0.340369630555739986
38.992198004643,0.345192635274939927
39.02158966251,0.344932630904999924
39.73507733513,0.356695096814980015
39.857632991773,0.355598318142239965
39.908655395181,0.35642217257288
42.411990305416,0.335384629629050022
42.516428684707,0.33701720682992997
43.258251436098,0.331237800050030005
43.338906191682,0.332482382724589962
44.064666832434,0.327006280339829923
44.391220993465,0.331957009213339925
48.352747112629,0.304759870664519925
48.479392913287,0.306576090661059951
49.05027979553,0.30300790982095993
49.283435181936,0.306305315115619979
49.478331537197,0.305098771005129941
49.600544331224,0.306810966343169954
49.993356338479,0.304400265394799917
50.07284113172,0.30550444881706995
50.774847597736,0.301280583879749984
50.830035167318,0.302039202800009952
51.104848581674,0.300415004179039989
51.43301337767,0.304878658014559931
52.003383222901,0.301534768017239994
52.072474697655,0.302461514695249954
52.3086278976,0.301096018075930004
52.40691907595,0.302406839187880026
53.513936164218,0.29615109418787
53.69829874708,0.298567621438230011
55.9036880777,0.28678918839685996
56.314184693155,0.291988067255969928
56.772703582403,0.289629855724299999
57.240226671314,0.295431971883429954
57.563716792473,0.293771736413869998
57.611765993032,0.29436074289357994
58.459568285076,0.290091814472899999
58.947798017687,0.295971563933499991
61.318438982952,0.28452896484501
61.55276458211,0.28725269594190994
63.002696023586,0.280641919867519961
63.491076568987,0.286175303619989994
63.572762898253,0.28580758938178996
64.405814822148,0.295045254697259949
64.581036762316,0.294244734845649945
64.64113504461,0.294900891008849973
67.694292860592,0.281600228245770022
67.842362960239,0.283168179613449976
68.050628430128,0.282301557873939955
68.109992287272,0.28292709527837001
68.575145457619,0.281007967955089975
68.734137044269,0.282671096189169966
69.508644278858,0.279521404359049928
69.715775773044,0.281662007492120001
71.208034036459,0.27575940866520998
71.240107786969,0.27608547656090998
73.211163462927,0.268652459246540019
73.840700246832,0.274887640890050021
74.072954634245,0.274025735745889952
74.205649379798,0.275323924914479988
75.675547052251,0.269976120872539969
75.937171078713,0.272491249945129964
76.244545402025,0.271392721347199937
76.29151565502,0.271841301610930007
78.233011287606,0.265095061230460003
78.520984535191,0.267790302039479954
80.265254893973,0.26197086389238
81.288791589489,0.271263656765729942
82.0803263336,0.268647748438660015
82.438489932525,0.271825193279239928
82.913750856944,0.270267093551469937
83.058453902431,0.271538421983359977
84.386776834134,0.267264165680530017
84.478372515867,0.268058634563819951
84.632791013144,0.267569542675960002
84.926047479654,0.270098683902399992
85.038551111749,0.269741350874419971
85.048604887022,0.26982767629221993
85.68238903159,0.267831787697929922
86.099206786795,0.271376311765839982
86.195975550014,0.271071648469339953
86.66988780399,0.275057439691799964
86.997115180717,0.274022849932670008
87.364712190936,0.277077481753229992
87.970322103466,0.275170010398379959
88.575792945799,0.280124675886059936
88.696922816838,0.279742120721949926
88.985001484783,0.282073872443889926
89.825742344274,0.279433749203389923
90.121763307503,0.281800577234739944
90.229217389544,0.28146498059296998
90.515343340292,0.283736324963839935
92.040204250233,0.279035570177469937
92.15174506556,0.279908228207629948
92.855131234248,0.277787897606549981
93.33150573887,0.281474149422439977
94.632336753027,0.27760496140684998
94.855899442292,0.279307550054359919
95.544023123853,0.277295931395780014
95.967227456909,0.28048297244568998
96.021126639317,0.28032552998042992
96.370866278056,0.282937301554930019
99.095531905912,0.275157843434490011
99.651149291572,0.279199291093749966
100.359808070653,0.277227814338749988
100.558060940074,0.278652778766319996
